marital_status,application_mode,application_order,course,attendance,prev_qualification,prev_qualification_grade,nationality,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,special_needs,debtor,tuition,gender,scholarship,age,international,units_1_credited,units_1_enrolled,units_1_evaluations,units_1_approved,units_1_grade,units_1_wo_evaluations,units_2_credited,units_2_enrolled,units_2_evaluations,units_2_approved,units_2_grade,units_2_wo_evaluations,unemployment_rate,inflation_rate,gdp,target
1,39,1,9991,0,1,130,1,38,38,9,9,120,0,0,0,1,0,0,25,0,0,5,12,5,11,0,0,5,10,5,11,0,9,-1,-3,Dropout
1,1,1,9500,1,1,130,1,1,19,5,5,129,1,0,0,1,0,0,20,0,0,7,9,7,13,0,0,8,10,8,14,0,16,3,-4,Graduate
2,7,1,9254,1,3,130,1,1,3,4,3,130,0,0,0,1,0,0,40,0,0,6,10,0,0,0,0,6,6,0,0,0,12,1,2,Dropout
1,39,1,9130,1,40,129,1,3,3,2,2,155,1,0,0,1,0,0,25,0,0,6,9,5,13,0,5,11,13,10,13,0,12,1,2,Dropout
1,17,1,9500,1,1,141,1,38,38,7,10,140,1,0,0,1,0,0,20,0,0,8,8,8,15,0,0,8,8,8,15,0,9,-1,-3,Graduate
1,1,3,171,1,1,125,1,38,37,4,9,115,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,Enrolled
1,1,2,9500,1,1,125,1,19,19,9,9,115,0,0,0,1,0,0,20,0,0,7,8,6,13,0,0,8,12,7,12,0,16,0,-1,Graduate
1,44,1,9238,1,39,130,1,19,1,9,9,132,0,0,0,1,0,1,20,0,3,6,7,6,12,0,2,6,7,6,12,0,14,0,1,Graduate
1,17,3,171,1,1,133,1,1,37,4,7,126,1,0,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,Enrolled
1,17,1,9070,1,1,127,1,1,1,3,4,130,1,0,0,1,1,0,20,0,0,6,6,5,11,0,0,6,8,1,10,0,11,1,2,Enrolled
1,43,1,9070,1,1,116,1,1,1,3,3,121,0,0,0,1,1,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,13,4,-2,Enrolled
4,42,1,9500,1,19,133,1,1,1,5,5,126,1,0,0,1,1,0,30,0,2,7,10,5,12,0,1,8,10,5,11,0,14,0,1,Dropout
1,1,3,171,1,1,139,1,19,19,5,3,128,1,0,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,Graduate
1,44,1,9003,1,39,130,1,19,37,9,9,130,1,0,0,1,1,0,25,0,0,6,8,6,13,0,0,6,7,6,12,0,9,1,4,Graduate
1,1,3,9147,1,1,125,1,1,38,7,7,120,0,0,1,1,1,0,20,0,0,5,8,5,11,0,0,5,10,4,11,3,16,0,-1,Dropout
1,39,1,9254,1,1,160,1,19,37,7,10,100,0,0,0,1,1,0,25,0,0,6,7,6,12,0,0,6,8,5,11,0,13,4,-2,Enrolled
1,17,1,9147,1,1,148,1,38,37,5,5,134,0,0,0,1,1,0,20,0,0,5,9,0,0,0,0,5,5,0,0,0,8,3,0,Enrolled
1,17,1,9500,1,1,150,1,37,19,8,4,131,0,0,0,1,1,0,25,0,0,7,8,7,12,0,0,8,8,8,14,0,14,0,1,Graduate
1,1,1,171,1,1,141,1,19,19,5,10,136,1,0,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,-4,Dropout
1,17,4,9254,1,1,118,1,38,37,5,7,112,1,0,0,1,1,0,20,0,0,6,12,3,12,0,0,6,12,1,12,0,12,1,2,Dropout
1,1,2,9773,1,1,142,1,38,38,9,9,133,1,0,0,1,1,0,20,0,0,6,8,6,12,0,0,6,11,3,12,0,11,1,2,Graduate
1,17,3,9147,1,1,120,1,19,19,4,7,116,1,0,1,1,1,0,20,0,0,5,8,3,10,0,0,5,11,3,11,0,11,1,2,Dropout
1,18,4,9254,1,1,106,1,19,37,7,7,106,1,0,0,1,1,1,20,0,0,6,8,4,11,0,0,6,11,1,11,0,9,-1,-3,Dropout
1,17,4,9773,1,1,121,1,1,19,9,8,120,1,0,1,1,1,1,20,0,0,6,6,6,14,0,0,6,6,6,13,0,9,1,4,Graduate
1,17,4,9500,1,1,150,1,38,37,9,9,131,0,0,0,1,1,1,20,0,0,7,7,7,15,0,0,8,9,8,15,0,16,0,-1,Graduate
2,39,1,8014,0,1,120,1,37,37,9,6,117,0,0,0,1,1,0,35,0,0,6,8,6,12,0,0,6,6,6,12,0,11,1,2,Graduate
1,1,6,9853,1,1,114,1,19,19,9,9,110,1,0,0,1,1,0,20,0,0,6,8,5,12,0,0,6,7,5,12,0,11,1,2,Dropout
1,39,1,9991,0,2,140,1,3,3,2,2,156,1,0,0,1,1,0,35,0,0,1,1,0,0,1,0,5,0,0,0,0,11,1,2,Dropout
1,39,1,9003,1,4,160,1,3,3,4,2,180,0,0,1,1,1,0,25,0,6,12,17,6,12,0,7,12,14,10,13,0,12,1,2,Dropout
1,17,1,9254,1,1,120,1,19,19,4,4,126,0,0,0,1,1,0,20,0,0,5,6,5,12,0,0,5,8,3,11,0,13,4,-2,Enrolled
2,39,1,8014,0,1,130,1,37,37,9,6,110,1,0,0,1,0,0,35,0,0,6,7,6,11,0,0,6,11,5,11,0,9,-1,-3,Graduate
1,42,1,9500,1,1,160,1,37,38,9,7,161,1,0,0,1,0,1,20,0,0,8,8,7,13,0,0,8,8,7,13,0,11,1,2,Graduate
1,39,1,9670,1,1,120,1,1,19,4,5,100,0,0,0,1,0,1,25,0,0,5,7,4,11,0,0,5,7,5,12,0,9,-1,-3,Graduate
1,17,1,9070,1,1,124,1,19,38,4,0,118,1,0,0,1,1,0,20,0,0,6,9,6,11,1,0,6,6,5,11,0,8,3,0,Graduate
1,1,6,9147,1,1,143,1,38,37,9,9,129,1,0,0,1,1,0,25,0,0,5,6,4,14,0,0,5,5,5,14,0,11,1,2,Enrolled
1,43,2,9119,1,1,115,1,38,19,9,6,112,1,0,1,1,1,0,20,0,0,5,9,2,10,0,0,5,9,0,0,0,16,3,-4,Enrolled
1,39,1,9500,1,1,133,1,1,1,4,10,101,0,0,0,1,1,0,25,0,0,7,18,0,0,0,0,7,7,0,0,0,14,0,1,Dropout
1,17,2,9773,1,1,133,41,19,1,9,9,105,1,0,0,0,0,0,20,1,0,6,6,6,14,0,0,6,6,6,14,0,9,1,4,Graduate
1,15,1,9130,1,1,133,41,1,1,4,4,100,0,0,0,1,0,0,25,1,0,6,7,2,12,1,0,6,6,0,0,0,9,1,4,Dropout
2,39,1,9853,1,10,133,1,37,34,0,0,116,0,0,0,1,0,0,40,0,0,6,12,3,13,0,0,6,14,0,0,1,8,3,0,Dropout
2,39,1,8014,0,1,133,1,37,19,9,9,114,0,0,0,1,0,0,45,0,2,8,11,8,12,0,0,6,7,6,12,0,13,4,-2,Graduate
1,15,1,9119,1,1,130,26,38,3,9,2,137,1,0,0,1,1,0,20,1,0,5,9,5,14,0,0,5,11,3,13,0,14,0,1,Enrolled
1,1,5,9773,1,1,135,1,37,1,5,5,125,1,0,0,1,0,0,20,0,0,6,6,6,14,0,0,6,6,6,13,0,9,1,4,Graduate
1,1,5,9500,1,1,132,1,37,37,7,7,120,1,0,0,1,0,1,20,0,0,7,7,7,14,0,0,8,9,8,14,0,12,1,2,Graduate
1,1,1,9085,1,1,135,1,1,2,9,1,134,1,0,0,1,0,0,20,0,0,5,7,5,14,2,0,5,7,5,14,0,13,4,-2,Enrolled
1,1,4,9500,1,1,115,1,3,3,2,2,112,1,0,1,0,0,0,20,0,0,7,10,4,12,0,0,7,7,0,0,0,14,0,1,Dropout
1,53,1,9085,1,42,130,1,38,38,9,9,129,0,0,0,1,0,0,20,0,7,10,12,8,13,0,4,9,14,5,13,0,9,1,4,Dropout
1,1,4,171,1,1,133,1,1,1,9,10,110,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,-1,Graduate
2,39,1,8014,0,1,130,1,37,37,6,5,114,1,0,0,1,0,0,35,0,0,6,0,0,0,0,0,6,0,0,0,0,9,-1,-3,Dropout
4,39,1,9003,1,12,133,1,37,37,9,6,160,0,0,0,1,0,0,45,0,13,18,19,18,15,0,10,13,14,13,14,1,16,3,-4,Graduate
1,18,1,9853,1,1,123,1,19,19,9,7,117,1,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11,1,2,Dropout
1,51,1,9070,1,1,130,1,3,1,2,8,122,0,0,1,1,0,0,20,0,4,10,12,10,13,0,5,11,11,11,12,0,11,1,2,Graduate
1,1,2,9238,1,1,122,1,37,38,4,7,118,1,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,16,0,-1,Dropout
1,1,1,9085,1,1,113,1,1,1,4,4,107,1,0,0,1,0,0,20,0,0,6,15,4,14,0,0,6,17,4,13,0,16,3,-4,Dropout
1,1,5,9500,1,1,111,1,3,4,4,3,108,1,0,0,1,0,0,20,0,2,7,9,6,13,0,0,7,10,5,12,0,12,1,2,Dropout
1,17,2,9853,1,1,133,1,19,1,9,3,107,1,0,0,1,0,0,20,0,0,7,12,6,12,0,0,7,10,3,13,0,16,0,-1,Enrolled
1,1,1,9238,1,1,142,1,37,37,6,7,136,1,0,0,1,0,0,20,0,0,6,8,6,14,0,0,6,6,6,15,0,14,0,1,Graduate
1,17,2,9147,1,1,123,1,1,38,4,7,115,1,0,0,1,0,1,20,0,0,5,9,3,13,0,0,5,11,3,11,0,9,1,4,Enrolled
1,1,1,9085,1,1,131,1,19,19,9,9,140,1,0,0,1,0,0,20,0,0,5,6,5,13,0,0,5,5,5,13,0,11,1,2,Graduate
1,1,3,9773,1,1,158,1,1,38,4,7,157,1,0,0,1,0,0,20,0,0,6,6,6,13,0,0,6,7,6,13,0,11,1,2,Graduate
1,17,2,9500,1,1,122,1,37,37,9,9,131,1,0,0,1,0,0,20,0,0,7,7,6,13,1,0,7,7,6,13,1,8,3,0,Dropout
1,43,1,9500,1,1,130,1,38,38,9,5,100,0,0,0,1,0,0,20,0,0,7,11,6,12,0,0,7,7,7,13,0,14,0,1,Enrolled
1,17,1,9238,1,1,154,1,19,37,9,7,140,1,0,0,1,0,1,20,0,0,6,13,2,10,0,0,6,12,4,11,0,8,3,0,Enrolled
1,17,1,9147,1,1,120,1,19,19,3,3,113,0,0,0,1,0,0,20,0,0,5,11,3,10,0,0,5,10,3,11,0,12,1,2,Enrolled
1,1,2,9085,1,1,140,1,37,38,9,7,137,0,0,0,1,0,0,20,0,0,5,12,5,13,2,0,5,6,5,11,0,9,-1,-3,Graduate
1,1,1,9147,1,1,127,1,2,19,4,5,122,0,0,0,1,0,0,20,0,0,5,5,5,13,0,0,5,5,5,14,0,11,1,2,Graduate
1,17,1,9254,1,1,133,1,1,1,4,5,131,1,0,0,1,0,0,20,0,0,6,12,3,11,0,0,6,12,2,11,0,9,-1,-3,Dropout
1,1,2,9147,1,1,120,1,19,19,9,7,119,1,0,0,1,0,0,20,0,0,5,8,5,11,0,0,5,9,4,11,2,16,0,-1,Graduate
1,1,1,171,1,1,137,1,3,19,2,9,122,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,Dropout
1,1,1,9670,1,1,131,1,38,38,9,9,128,0,0,0,1,0,1,20,0,0,5,5,5,13,0,0,5,5,5,14,0,9,-1,-3,Graduate
1,1,1,9085,1,1,130,1,19,38,4,7,121,1,0,0,1,0,0,20,0,0,6,15,6,14,0,0,6,13,6,12,0,16,3,-4,Graduate
1,17,6,9556,1,1,122,1,1,1,4,5,117,1,0,0,1,0,0,20,0,0,7,12,5,12,0,0,7,0,0,0,0,14,0,1,Dropout
1,44,1,9085,1,39,160,1,37,37,9,9,160,1,0,0,1,0,0,20,0,1,6,7,6,14,0,1,6,17,5,14,0,12,1,2,Graduate
1,1,1,9853,1,1,146,1,19,38,9,3,145,1,0,0,1,0,1,20,0,0,6,8,5,13,0,0,6,7,5,13,0,9,-1,-3,Enrolled
1,17,3,9238,1,1,131,1,1,39,5,3,123,1,0,0,1,0,0,20,0,0,6,7,6,13,0,0,6,6,6,14,0,12,1,2,Graduate
1,17,6,9500,1,1,132,1,1,37,8,9,128,1,0,0,1,0,0,20,0,0,7,7,7,13,0,0,8,9,8,15,0,12,1,2,Graduate
1,1,3,9500,1,1,138,1,19,19,5,8,125,1,0,0,1,0,1,20,0,0,7,9,7,13,0,0,8,9,7,14,0,14,0,1,Dropout
1,17,2,9070,1,1,130,1,37,37,9,9,124,1,0,0,1,0,0,20,0,0,6,6,6,12,0,0,6,6,6,13,0,8,3,0,Graduate
1,1,4,9147,1,1,126,1,1,19,4,8,120,1,0,0,1,0,0,20,0,0,5,7,5,12,0,0,5,5,5,15,0,9,1,4,Graduate
1,17,6,9500,1,1,148,1,1,19,3,3,132,1,0,0,1,0,0,20,0,0,7,8,5,14,0,0,7,7,0,0,0,14,0,1,Dropout
1,43,1,9238,1,1,130,1,38,37,9,7,133,0,0,0,1,0,0,20,0,5,9,15,9,12,0,2,7,8,7,12,0,8,3,0,Graduate
1,1,1,9670,1,1,117,1,1,38,3,9,109,0,0,1,0,0,1,20,0,0,6,7,5,12,0,0,6,9,4,13,0,12,1,2,Dropout
1,17,1,9670,1,1,120,1,19,19,5,5,113,1,0,0,1,0,0,20,0,0,5,7,4,12,0,0,5,5,4,12,0,8,3,0,Graduate
1,1,1,9773,1,1,153,1,1,1,141,175,158,0,0,1,1,0,1,20,0,0,6,6,6,15,0,0,6,6,6,15,0,9,1,4,Graduate
1,1,2,9500,1,1,117,1,19,1,4,7,112,0,0,0,1,0,1,20,0,0,7,9,5,13,0,0,8,9,7,13,0,11,1,2,Enrolled
1,18,1,9500,1,1,178,1,19,1,4,8,175,0,0,0,1,0,0,20,0,0,7,8,7,17,0,0,8,8,8,18,0,14,0,1,Graduate
1,1,5,9500,1,1,129,1,37,37,9,9,129,1,0,0,1,0,0,20,0,0,7,7,6,13,0,0,7,7,6,13,0,8,3,0,Graduate
1,1,6,9773,1,1,116,1,19,1,4,4,110,1,0,0,1,0,1,20,0,0,6,8,6,13,0,0,6,10,5,12,0,12,1,2,Graduate
1,51,1,9147,1,1,99,1,3,1,3,3,100,1,0,1,0,0,0,20,0,0,5,8,0,0,0,0,5,7,0,0,0,9,1,4,Enrolled
1,1,3,9238,1,1,135,1,1,12,9,10,121,1,0,0,1,0,1,20,0,0,6,7,6,11,0,0,6,6,6,12,0,12,1,2,Graduate
1,1,3,9500,1,1,141,1,19,19,9,7,132,1,0,0,1,0,1,20,0,0,7,10,7,14,0,0,8,11,8,12,0,16,3,-4,Graduate
1,17,5,9853,1,1,132,1,37,38,5,6,119,1,0,0,1,0,1,20,0,0,6,10,5,12,0,0,6,9,5,11,0,9,-1,-3,Graduate
1,1,4,9254,1,1,132,1,12,19,9,9,125,1,0,0,1,0,0,20,0,0,5,10,0,0,0,0,5,10,0,0,0,8,3,0,Dropout
1,17,1,9254,1,1,113,1,1,37,9,10,117,1,0,0,1,0,0,20,0,0,6,8,5,11,0,0,6,12,3,12,0,8,3,0,Dropout
1,1,1,9147,1,1,134,1,3,19,2,10,129,0,0,0,1,0,0,20,0,0,5,10,5,13,0,0,5,9,5,14,0,14,0,1,Graduate
1,1,1,9500,1,1,136,1,1,19,9,9,132,0,0,0,1,0,1,20,0,0,7,8,6,14,0,0,8,9,7,14,0,11,1,2,Graduate
1,1,1,171,1,1,136,1,3,37,2,8,122,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,-3,Enrolled
1,1,1,9085,1,1,129,1,1,38,4,7,123,0,0,0,1,0,0,20,0,0,5,6,5,12,0,0,5,6,5,13,0,8,3,0,Graduate
1,17,1,9853,1,1,138,1,38,38,7,6,125,1,0,0,1,0,0,20,0,0,6,11,3,12,0,0,6,10,5,11,0,9,-1,-3,Enrolled
1,1,1,9853,1,1,137,1,37,37,9,9,133,1,0,0,1,0,0,20,0,0,6,7,6,13,0,0,6,8,5,12,0,8,3,0,Graduate
1,43,1,9853,1,1,115,1,3,37,2,5,109,1,0,0,1,0,0,20,0,0,6,10,3,13,0,0,6,12,3,10,0,9,-1,-3,Dropout
1,1,1,9853,1,1,129,1,38,37,6,6,138,0,0,0,1,0,0,20,0,0,6,8,6,12,0,0,6,10,4,12,0,8,3,0,Dropout
1,1,1,9147,1,1,131,1,38,38,9,9,127,0,0,0,1,0,1,20,0,0,5,5,5,11,0,0,5,5,5,12,0,12,1,2,Graduate
1,17,2,9238,1,1,133,1,1,37,7,9,127,1,0,0,1,0,1,20,0,0,6,8,6,12,0,0,6,7,6,12,0,13,4,-2,Graduate
1,1,3,9238,1,1,125,1,19,1,9,10,124,1,0,0,1,0,0,20,0,0,6,10,4,11,0,0,6,9,6,12,0,9,-1,-3,Graduate
1,39,1,8014,0,1,120,1,1,19,6,8,122,0,0,0,1,0,1,25,0,0,6,11,5,11,0,0,6,9,5,13,0,11,1,2,Graduate
1,1,1,9670,1,1,128,1,19,1,4,1,118,0,0,0,1,0,0,20,0,0,6,6,6,13,0,0,6,9,6,13,0,11,1,2,Dropout
1,1,1,9500,1,1,127,1,19,37,9,7,124,1,0,0,1,0,1,20,0,0,7,9,7,13,0,0,8,12,7,13,0,16,3,-4,Graduate
1,1,2,9500,1,1,134,1,19,19,9,9,126,1,0,0,1,0,0,20,0,0,7,8,7,15,0,0,8,8,8,15,0,16,3,-4,Graduate
1,17,5,9853,1,1,132,1,12,12,4,4,123,1,0,0,1,0,0,20,0,0,6,13,4,12,0,0,6,10,3,11,0,11,1,2,Dropout
1,17,2,9670,1,1,124,1,1,19,5,4,124,0,0,0,1,0,0,20,0,0,5,5,5,14,0,0,5,5,5,14,0,8,3,0,Graduate
1,17,1,9773,1,1,133,1,19,37,7,7,126,0,0,0,1,0,1,20,0,0,6,6,6,13,0,0,6,7,6,13,0,16,3,-4,Graduate
3,39,1,9003,1,1,170,1,1,37,6,6,170,0,0,1,1,0,0,45,0,0,1,1,0,0,0,0,6,0,0,0,0,9,1,4,Enrolled
1,17,3,9238,1,1,125,1,19,19,7,8,122,0,0,0,1,0,0,20,0,0,6,10,5,12,0,0,6,12,4,11,0,14,0,1,Graduate
1,39,1,9500,1,3,130,1,2,2,1,1,130,0,0,0,1,0,0,30,0,1,8,8,7,14,0,1,8,8,7,14,0,13,4,-2,Graduate
1,43,1,9238,1,1,125,1,19,19,4,8,117,1,0,0,1,0,0,20,0,0,6,13,3,12,0,0,6,12,2,11,0,16,0,-1,Dropout
1,39,1,9085,1,1,130,1,37,19,9,7,130,1,0,0,1,0,0,30,0,0,5,13,4,11,1,0,5,11,4,11,0,13,4,-2,Enrolled
1,17,2,9556,1,1,133,1,37,37,3,10,108,0,0,0,1,0,0,20,0,0,7,8,7,12,0,0,8,8,8,14,0,16,3,-4,Graduate
